,ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
1870,462175,Female,No,Yes,Homemaker,Low,1.0,Cat_2,A,36.0,9.0
1871,465818,Male,No,No,Entertainment,Low,3.0,Cat_4,B,27.0,1.0
1872,467190,Male,Yes,Yes,Executive,Low,2.0,Cat_3,B,36.0,0.0
1873,467848,Male,No,Yes,Artist,Low,1.0,Cat_6,B,37.0,12.0
1874,462249,Male,No,No,Entertainment,Low,3.0,Cat_6,D,29.0,0.0
1875,459311,Male,No,Yes,Executive,Low,5.0,Cat_6,C,29.0,0.0
1876,462610,Male,No,Yes,Doctor,Low,6.0,Cat_4,D,27.0,1.0
1877,467309,Female,No,Yes,Engineer,Low,1.0,Cat_7,B,35.0,2.0
1878,467365,Male,No,Yes,Artist,Low,1.0,Cat_6,A,40.0,1.0
1879,461913,Male,No,Yes,Entertainment,Low,4.0,Cat_2,A,37.0,6.0
1880,462617,Male,No,No,Healthcare,Low,5.0,Cat_4,D,19.0,0.0
1881,465485,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,29.0,0.0
1882,461316,Female,Yes,Yes,Artist,Average,2.0,Cat_3,C,53.0,0.0
1885,463036,Male,Yes,Yes,Artist,Low,6.0,Cat_6,B,48.0,3.0
1886,461079,Female,No,No,Engineer,Low,1.0,Cat_7,A,26.0,4.0
1887,465120,Female,No,Yes,Healthcare,Low,4.0,Cat_6,D,30.0,0.0
1888,464671,Male,No,No,Entertainment,Low,2.0,Cat_4,D,30.0,1.0
1889,465367,Male,Yes,No,Executive,High,3.0,Cat_6,B,69.0,1.0
1890,467088,Male,Yes,Yes,Artist,Low,1.0,Cat_3,A,57.0,0.0
1891,463887,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,56.0,4.0
1892,460250,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,27.0,8.0
1893,465316,Male,No,No,Healthcare,Low,6.0,Cat_4,D,21.0,0.0
1894,464713,Female,Yes,Yes,Artist,High,4.0,Cat_1,B,71.0,0.0
1895,465764,Female,No,Yes,Entertainment,Low,4.0,Cat_4,D,39.0,8.0
1896,467080,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,87.0,1.0
1897,460683,Male,Yes,No,Entertainment,Average,3.0,Cat_3,B,59.0,6.0
1898,460042,Male,No,Yes,Marketing,Low,1.0,Cat_6,D,32.0,8.0
1899,463025,Male,Yes,No,Executive,Low,4.0,Cat_6,A,40.0,7.0
1901,460955,Male,No,No,Healthcare,Low,5.0,Cat_4,D,19.0,2.0
1902,462179,Female,No,Yes,Marketing,Low,9.0,Cat_7,D,31.0,0.0
1903,463147,Male,No,No,Healthcare,Low,4.0,Cat_6,B,31.0,5.0
1904,462639,Female,Yes,No,Engineer,Average,2.0,Cat_4,D,43.0,4.0
1906,464799,Male,No,No,Marketing,Low,4.0,Cat_4,D,35.0,0.0
1907,461934,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,46.0,8.0
1908,459146,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,69.0,1.0
1909,461448,Male,Yes,Yes,Doctor,High,3.0,Cat_6,C,69.0,0.0
1910,466419,Female,Yes,Yes,Entertainment,Average,5.0,Cat_3,B,45.0,3.0
1911,465443,Male,Yes,Yes,Artist,Low,4.0,Cat_6,A,38.0,0.0
1912,459105,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,39.0,5.0
1914,463232,Female,No,No,Healthcare,Low,5.0,Cat_6,D,23.0,2.0
1915,464737,Female,Yes,No,Engineer,Average,6.0,Cat_4,A,58.0,0.0
1916,467922,Male,Yes,Yes,Entertainment,High,2.0,Cat_6,D,84.0,0.0
1917,465329,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,35.0,5.0
1918,466512,Female,No,No,Healthcare,Low,2.0,Cat_6,D,22.0,1.0
1919,465408,Male,No,No,Executive,Low,4.0,Cat_6,D,30.0,3.0
1920,466339,Male,No,No,Healthcare,Low,2.0,Cat_4,D,23.0,0.0
1921,462870,Female,No,Yes,Artist,Low,3.0,Cat_6,D,41.0,3.0
1922,464335,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,50.0,4.0
1923,461353,Male,Yes,Yes,Executive,High,4.0,Cat_6,A,50.0,0.0
1924,463920,Female,No,Yes,Homemaker,Low,1.0,Cat_6,D,28.0,8.0
1925,463712,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,C,37.0,1.0
1926,467465,Male,No,No,Healthcare,Low,6.0,Cat_6,D,19.0,2.0
1927,463637,Female,No,Yes,Healthcare,Low,5.0,Cat_2,A,30.0,3.0
1929,464663,Male,Yes,No,Executive,High,2.0,Cat_4,D,73.0,1.0
1931,465000,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,50.0,1.0
1933,467500,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,32.0,4.0
1934,461536,Female,No,Yes,Doctor,Low,1.0,Cat_6,B,39.0,2.0
1935,464296,Male,No,Yes,Doctor,Low,4.0,Cat_6,A,43.0,1.0
1936,463142,Female,No,Yes,Artist,Low,2.0,Cat_4,B,33.0,5.0
1937,461004,Male,Yes,Yes,Artist,Average,3.0,Cat_3,C,61.0,1.0
1938,462323,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,C,70.0,0.0
1939,467899,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,66.0,1.0
1940,461941,Female,Yes,Yes,Artist,Low,1.0,Cat_6,C,72.0,0.0
1941,461383,Male,Yes,Yes,Artist,High,2.0,Cat_6,B,71.0,0.0
1942,466616,Male,No,No,Healthcare,Low,9.0,Cat_6,D,18.0,8.0
1943,464658,Male,Yes,No,Artist,Average,2.0,Cat_4,B,33.0,1.0
1944,460699,Male,No,Yes,Artist,Low,1.0,Cat_6,A,28.0,9.0
1945,460180,Female,Yes,Yes,Marketing,Average,2.0,Cat_6,A,27.0,11.0
1946,462683,Female,Yes,No,Engineer,Low,5.0,Cat_1,B,38.0,1.0
1947,464988,Male,Yes,Yes,Artist,Average,7.0,Cat_6,C,63.0,0.0
1948,466593,Male,Yes,Yes,Lawyer,High,3.0,Cat_6,A,70.0,0.0
1949,464542,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,26.0,10.0
1950,465678,Male,Yes,No,Entertainment,Low,2.0,Cat_4,A,36.0,1.0
1951,467862,Female,Yes,Yes,Artist,Low,3.0,Cat_6,C,47.0,0.0
1952,459394,Male,No,No,Entertainment,Low,2.0,Cat_6,A,28.0,9.0
1953,460091,Female,No,Yes,Entertainment,Low,5.0,Cat_6,C,26.0,1.0
1954,461023,Male,Yes,No,Lawyer,High,2.0,Cat_3,B,65.0,3.0
1955,461260,Male,No,No,Marketing,Low,3.0,Cat_4,D,20.0,1.0
1956,463632,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,30.0,0.0
1957,460047,Male,No,Yes,Entertainment,Low,2.0,Cat_6,A,41.0,8.0
1958,460378,Female,No,Yes,Doctor,Low,1.0,Cat_6,A,40.0,1.0
1959,464758,Female,Yes,No,Engineer,Average,4.0,Cat_4,B,47.0,1.0
1960,460931,Male,Yes,Yes,Entertainment,Average,5.0,Cat_6,A,40.0,2.0
1961,463240,Female,Yes,No,Engineer,Average,3.0,Cat_6,A,53.0,0.0
1962,461126,Female,No,Yes,Homemaker,Low,2.0,Cat_4,B,28.0,0.0
1963,459698,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,60.0,1.0
1964,461598,Female,No,Yes,Artist,Low,1.0,Cat_6,A,27.0,8.0
1965,465979,Male,Yes,Yes,Artist,Low,2.0,Cat_6,B,43.0,2.0
1966,463974,Female,No,Yes,Homemaker,Low,3.0,Cat_2,C,33.0,7.0
1967,466231,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,C,56.0,0.0
1968,459833,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,70.0,1.0
1969,462886,Male,Yes,No,Doctor,High,2.0,Cat_6,D,70.0,1.0
1970,467628,Male,Yes,No,Executive,High,3.0,Cat_6,C,73.0,0.0
1971,467488,Female,Yes,Yes,Entertainment,Average,2.0,Cat_2,A,38.0,6.0
1972,465998,Female,No,Yes,Engineer,Low,3.0,Cat_6,D,40.0,6.0
1974,466942,Female,No,Yes,Healthcare,Low,4.0,Cat_6,D,29.0,1.0
1975,467195,Male,Yes,Yes,Executive,High,2.0,Cat_6,A,27.0,4.0
1976,466310,Female,Yes,Yes,Engineer,Average,2.0,Cat_6,B,40.0,0.0
1977,467617,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,82.0,1.0
1978,459975,Female,No,Yes,Artist,Low,1.0,Cat_6,B,38.0,7.0
1979,464386,Male,Yes,Yes,Doctor,Average,3.0,Cat_6,B,39.0,0.0
1980,462005,Male,Yes,Yes,Artist,Average,2.0,Cat_2,C,39.0,0.0
1981,465859,Male,No,Yes,Artist,Low,1.0,Cat_6,A,47.0,0.0
1982,464394,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,75.0,0.0
1983,466120,Female,Yes,No,Marketing,Low,4.0,Cat_6,D,37.0,0.0
1984,460964,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,84.0,1.0
1985,461975,Female,No,Yes,Entertainment,Low,2.0,Cat_6,A,42.0,6.0
1986,462172,Male,Yes,Yes,Doctor,Average,2.0,Cat_1,D,39.0,0.0
1987,464563,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,42.0,0.0
1988,464945,Female,Yes,Yes,Artist,Average,2.0,Cat_4,A,40.0,1.0
1989,463688,Female,No,Yes,Doctor,Low,1.0,Cat_4,B,52.0,1.0
1990,461750,Male,No,No,Artist,Low,1.0,Cat_6,B,52.0,5.0
1991,464400,Male,No,Yes,Entertainment,Low,4.0,Cat_6,D,31.0,0.0
1992,463052,Male,Yes,Yes,Marketing,Low,2.0,Cat_6,D,37.0,1.0
1993,461372,Male,No,Yes,Artist,Low,1.0,Cat_2,A,27.0,3.0
1994,463367,Female,No,Yes,Engineer,Low,4.0,Cat_2,C,35.0,4.0
1995,467926,Male,Yes,Yes,Artist,High,2.0,Cat_6,C,79.0,0.0
1996,461483,Female,No,Yes,Doctor,Low,4.0,Cat_6,C,28.0,1.0
1997,467355,Male,No,No,Healthcare,Low,4.0,Cat_6,D,31.0,0.0
1998,466416,Male,Yes,No,Executive,High,3.0,Cat_6,D,88.0,0.0
1999,460330,Female,No,Yes,Entertainment,Low,1.0,Cat_6,A,51.0,4.0
2000,459650,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,D,38.0,6.0
2001,466789,Female,Yes,Yes,Artist,Average,2.0,Cat_3,B,53.0,0.0
2002,466679,Female,No,Yes,Artist,Low,2.0,Cat_6,B,43.0,8.0
2003,459362,Male,Yes,No,Executive,Low,2.0,Cat_6,A,55.0,0.0
2004,466128,Male,No,Yes,Artist,Low,2.0,Cat_6,A,35.0,4.0
2005,462474,Female,Yes,No,Engineer,Average,2.0,Cat_4,A,25.0,1.0
2006,459782,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,58.0,6.0
2007,463113,Female,No,Yes,Doctor,Low,6.0,Cat_6,D,32.0,1.0
2008,466683,Female,Yes,No,Artist,Average,4.0,Cat_3,C,49.0,1.0
2009,462103,Female,Yes,No,Entertainment,High,2.0,Cat_6,A,53.0,9.0
2010,459227,Female,Yes,No,Engineer,Low,4.0,Cat_6,A,31.0,9.0
2011,467761,Male,No,Yes,Artist,Low,2.0,Cat_6,B,39.0,1.0
2012,459163,Male,No,Yes,Entertainment,Low,1.0,Cat_6,A,42.0,1.0
2013,462455,Male,No,No,Healthcare,Low,5.0,Cat_2,D,20.0,1.0
2014,460178,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,50.0,1.0
2015,462803,Male,No,No,Doctor,Low,6.0,Cat_2,B,26.0,0.0
2016,460427,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,46.0,1.0
2017,466343,Male,No,Yes,Doctor,Low,2.0,Cat_3,A,30.0,0.0
2018,461583,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,C,60.0,6.0
2019,466461,Male,Yes,No,Lawyer,Low,1.0,Cat_6,D,84.0,0.0
2020,462689,Female,No,Yes,Homemaker,Low,1.0,Cat_6,D,37.0,3.0
2021,462740,Male,Yes,Yes,Artist,Low,1.0,Cat_6,B,63.0,6.0
2022,461355,Female,No,Yes,Healthcare,Low,2.0,Cat_6,D,38.0,0.0
2023,465009,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,C,51.0,0.0
2024,467658,Male,No,No,Healthcare,Low,4.0,Cat_3,D,20.0,0.0
2025,462837,Female,No,No,Healthcare,Low,3.0,Cat_6,D,25.0,14.0
2026,463907,Female,No,Yes,Doctor,Low,5.0,Cat_6,D,33.0,0.0
2027,462728,Female,No,No,Engineer,Low,1.0,Cat_6,D,31.0,0.0
2028,461175,Male,Yes,Yes,Healthcare,Low,3.0,Cat_6,B,57.0,1.0
2029,464872,Male,Yes,Yes,Artist,Low,4.0,Cat_4,B,42.0,1.0
2030,460830,Male,Yes,No,Entertainment,Average,5.0,Cat_2,B,40.0,2.0
2031,459741,Male,Yes,No,Lawyer,High,3.0,Cat_6,B,66.0,0.0
2032,461154,Male,No,No,Homemaker,Low,4.0,Cat_3,A,21.0,0.0
2033,464990,Male,Yes,No,Executive,High,2.0,Cat_6,B,73.0,1.0
2034,467886,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,46.0,0.0
2035,459201,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,66.0,0.0
2036,463357,Male,Yes,Yes,Doctor,Average,2.0,Cat_5,D,27.0,0.0
2038,462380,Female,Yes,No,Artist,High,4.0,Cat_6,A,53.0,1.0
2039,459884,Male,Yes,No,Lawyer,Low,1.0,Cat_6,D,80.0,8.0
2040,461651,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,63.0,1.0
2041,465336,Female,No,Yes,Doctor,Low,1.0,Cat_4,A,41.0,9.0
2042,461338,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,43.0,1.0
2044,460485,Female,No,No,Marketing,Low,5.0,Cat_3,B,18.0,9.0
2045,467901,Female,No,Yes,Entertainment,Low,4.0,Cat_6,B,33.0,1.0
2046,463713,Male,No,No,Engineer,Low,3.0,Cat_4,D,30.0,9.0
2047,464278,Male,Yes,Yes,Executive,High,2.0,Cat_6,D,85.0,1.0
2050,463044,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,80.0,1.0
2052,459595,Female,Yes,Yes,Artist,High,7.0,Cat_6,C,36.0,4.0
2053,461419,Male,Yes,No,Entertainment,Average,2.0,Cat_6,B,27.0,3.0
2054,465767,Male,No,No,Healthcare,Low,5.0,Cat_4,B,28.0,0.0
2055,460598,Female,Yes,Yes,Doctor,Average,3.0,Cat_3,A,35.0,0.0
2056,460714,Male,No,Yes,Entertainment,Low,3.0,Cat_6,D,26.0,1.0
2057,466482,Female,Yes,Yes,Homemaker,Average,3.0,Cat_3,A,39.0,1.0
2058,461584,Female,Yes,Yes,Artist,High,4.0,Cat_2,B,56.0,1.0
2059,462066,Female,No,Yes,Artist,Low,2.0,Cat_6,B,26.0,13.0
2060,463369,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,B,31.0,4.0
2061,466586,Male,No,No,Healthcare,Low,2.0,Cat_6,D,21.0,0.0
2062,464649,Male,Yes,No,Entertainment,Average,4.0,Cat_4,A,39.0,1.0
2063,463209,Female,No,Yes,Artist,Low,1.0,Cat_6,C,51.0,0.0
2064,466298,Male,Yes,No,Doctor,Low,4.0,Cat_4,A,45.0,0.0
2067,459238,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,80.0,1.0
2068,463904,Male,Yes,Yes,Executive,Low,1.0,Cat_6,D,77.0,1.0
2069,463996,Female,No,No,Healthcare,Low,5.0,Cat_4,D,29.0,0.0
2070,462208,Female,Yes,No,Engineer,Average,5.0,Cat_4,B,33.0,7.0
2071,461755,Male,No,No,Artist,Low,3.0,Cat_2,A,29.0,1.0
2073,466872,Male,Yes,Yes,Artist,Low,2.0,Cat_3,B,43.0,1.0
2074,467104,Female,No,No,Healthcare,Low,3.0,Cat_6,D,18.0,1.0
2075,463476,Male,Yes,Yes,Artist,Average,3.0,Cat_6,B,53.0,3.0
2076,463953,Male,Yes,Yes,Entertainment,Average,3.0,Cat_7,B,28.0,3.0
2077,462202,Female,No,Yes,Entertainment,Low,4.0,Cat_4,A,43.0,1.0
2078,467830,Male,No,Yes,Entertainment,Low,3.0,Cat_6,D,31.0,1.0
2079,463752,Female,No,Yes,Healthcare,Low,2.0,Cat_3,D,28.0,0.0
2080,461770,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,65.0,1.0
2081,466525,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,33.0,0.0
2082,462349,Male,Yes,Yes,Artist,Average,6.0,Cat_6,C,49.0,0.0
2083,463964,Male,No,No,Healthcare,Low,4.0,Cat_6,C,33.0,1.0
2084,459353,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,53.0,6.0
2085,459709,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,47.0,7.0
2086,461858,Male,No,No,Entertainment,Low,7.0,Cat_4,D,31.0,1.0
2087,460450,Male,Yes,Yes,Executive,High,4.0,Cat_4,B,52.0,1.0
2089,467646,Male,No,No,Healthcare,Low,7.0,Cat_6,D,31.0,5.0
2090,460780,Female,No,Yes,Healthcare,Low,2.0,Cat_3,A,30.0,1.0
2091,463514,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,C,63.0,0.0
2092,465105,Male,Yes,No,Executive,Average,2.0,Cat_6,B,69.0,9.0
2093,460445,Male,No,Yes,Engineer,Low,4.0,Cat_3,D,29.0,0.0
2094,462961,Female,Yes,No,Engineer,Average,5.0,Cat_6,B,56.0,1.0
2095,463932,Female,Yes,Yes,Artist,Average,3.0,Cat_6,B,72.0,1.0
2096,459145,Male,Yes,No,Lawyer,Low,1.0,Cat_2,A,88.0,0.0
2097,465651,Male,No,No,Engineer,Low,4.0,Cat_6,D,30.0,1.0
2098,463721,Female,No,Yes,Healthcare,Low,4.0,Cat_2,B,31.0,1.0
2099,467369,Male,No,Yes,Artist,Low,3.0,Cat_6,A,41.0,2.0
2100,461361,Female,No,Yes,Healthcare,Low,7.0,Cat_5,D,31.0,9.0
2101,465608,Male,No,No,Healthcare,Low,5.0,Cat_3,D,20.0,2.0
2102,464793,Female,Yes,No,Marketing,High,3.0,Cat_4,A,26.0,7.0
2103,463736,Male,Yes,No,Entertainment,Average,5.0,Cat_6,C,48.0,3.0
2105,459006,Male,No,No,Healthcare,Low,4.0,Cat_6,D,20.0,1.0
2106,460204,Male,Yes,Yes,Artist,Low,4.0,Cat_6,A,41.0,4.0
2108,466762,Male,Yes,Yes,Homemaker,Low,3.0,Cat_6,B,63.0,1.0
2109,464318,Male,Yes,Yes,Executive,Low,1.0,Cat_6,D,88.0,1.0
2110,459634,Female,No,Yes,Engineer,Low,3.0,Cat_6,B,39.0,1.0
2111,465416,Male,Yes,No,Engineer,High,4.0,Cat_6,A,55.0,1.0
2113,462117,Male,No,Yes,Entertainment,Low,2.0,Cat_6,D,32.0,1.0
2114,460710,Female,Yes,Yes,Artist,Average,3.0,Cat_6,A,38.0,0.0
2115,460098,Female,Yes,Yes,Engineer,Low,1.0,Cat_3,B,62.0,1.0
2116,465787,Male,No,No,Healthcare,Low,5.0,Cat_4,D,18.0,1.0
2117,463365,Male,Yes,No,Executive,High,2.0,Cat_6,D,67.0,1.0
2118,464042,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,42.0,9.0
2119,467627,Female,No,Yes,Engineer,Low,1.0,Cat_6,A,45.0,0.0
2120,464720,Male,Yes,No,Doctor,Average,3.0,Cat_4,D,46.0,0.0
2121,461123,Male,No,No,Healthcare,Low,4.0,Cat_4,D,20.0,2.0
2122,465413,Female,Yes,Yes,Engineer,High,3.0,Cat_6,A,41.0,0.0
2123,465126,Female,Yes,No,Engineer,Average,4.0,Cat_4,A,35.0,7.0
2124,465950,Female,Yes,Yes,Artist,Low,2.0,Cat_6,A,52.0,6.0
2125,466734,Female,Yes,Yes,Artist,Average,4.0,Cat_6,B,63.0,1.0
2126,466222,Male,Yes,No,Executive,Low,3.0,Cat_2,C,51.0,5.0
2127,466142,Female,Yes,Yes,Entertainment,Average,2.0,Cat_6,A,29.0,0.0
2128,467888,Male,No,No,Doctor,Low,4.0,Cat_6,B,27.0,0.0
2129,461992,Female,No,Yes,Doctor,Low,1.0,Cat_4,A,37.0,1.0
2130,460522,Female,Yes,No,Homemaker,Average,2.0,Cat_4,C,29.0,0.0
2131,459973,Female,No,Yes,Artist,Low,2.0,Cat_6,A,50.0,0.0
2132,460695,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,74.0,1.0
2133,464260,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,72.0,3.0
2134,464140,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,83.0,1.0
2135,465606,Male,Yes,Yes,Engineer,Average,3.0,Cat_3,A,37.0,1.0
2136,459050,Female,No,No,Healthcare,Low,3.0,Cat_6,D,19.0,0.0
2137,462330,Female,No,No,Artist,Low,1.0,Cat_6,B,30.0,1.0
2138,459940,Female,No,Yes,Engineer,Low,2.0,Cat_1,B,46.0,1.0
2139,466352,Female,Yes,Yes,Doctor,Low,2.0,Cat_6,B,65.0,1.0
2140,463558,Female,Yes,Yes,Lawyer,Average,2.0,Cat_6,C,88.0,1.0
2141,460049,Male,Yes,Yes,Entertainment,Average,2.0,Cat_5,A,43.0,0.0
2142,464148,Male,Yes,Yes,Executive,High,3.0,Cat_2,C,50.0,9.0
2143,465503,Male,No,Yes,Artist,Low,2.0,Cat_6,D,35.0,8.0
2144,465082,Male,Yes,Yes,Lawyer,Low,1.0,Cat_3,A,67.0,0.0
2145,459832,Male,Yes,Yes,Executive,Low,1.0,Cat_6,B,66.0,0.0
2146,464609,Female,No,Yes,Artist,Low,2.0,Cat_6,C,39.0,3.0
2148,466864,Female,No,No,Homemaker,Low,1.0,Cat_6,D,32.0,8.0
2149,461458,Female,No,Yes,Artist,Low,1.0,Cat_6,B,40.0,6.0
2150,459218,Male,Yes,Yes,Lawyer,High,3.0,Cat_6,C,88.0,0.0
2151,462860,Male,No,Yes,Healthcare,Low,5.0,Cat_6,D,30.0,8.0
2152,462033,Male,No,Yes,Entertainment,Low,1.0,Cat_6,A,32.0,1.0
2153,467695,Male,Yes,No,Marketing,Low,2.0,Cat_7,D,43.0,1.0
2154,463090,Female,Yes,No,Engineer,Average,2.0,Cat_6,B,55.0,3.0
2155,459219,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,47.0,0.0
2157,461603,Male,No,Yes,Artist,Low,1.0,Cat_6,C,39.0,1.0
2158,466359,Male,No,No,Healthcare,Low,4.0,Cat_6,D,22.0,0.0
2160,466088,Female,No,No,Healthcare,Low,7.0,Cat_6,B,31.0,0.0
2161,461205,Male,No,Yes,Healthcare,Low,3.0,Cat_2,D,27.0,4.0
2162,462822,Male,No,No,Healthcare,Low,4.0,Cat_6,D,19.0,0.0
2163,459076,Male,Yes,No,Doctor,Average,2.0,Cat_6,C,69.0,0.0
2164,463410,Male,Yes,No,Doctor,Average,2.0,Cat_6,B,37.0,3.0
2165,463879,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,45.0,0.0
2166,462827,Female,No,No,Doctor,Low,3.0,Cat_3,A,22.0,1.0
2167,461500,Female,No,Yes,Doctor,Low,3.0,Cat_6,B,26.0,0.0
2168,461553,Male,No,Yes,Artist,Low,3.0,Cat_7,A,39.0,1.0
2169,467912,Male,Yes,Yes,Entertainment,Low,2.0,Cat_5,A,61.0,1.0
2170,465029,Female,Yes,No,Lawyer,High,2.0,Cat_6,C,74.0,1.0
2171,460062,Male,No,Yes,Artist,Low,1.0,Cat_3,D,29.0,4.0
2172,462863,Male,No,Yes,Homemaker,Low,1.0,Cat_6,D,29.0,5.0
2173,460465,Male,No,No,Executive,Low,3.0,Cat_6,D,36.0,0.0
2174,460335,Female,No,Yes,Doctor,Low,2.0,Cat_6,B,63.0,0.0
2175,466067,Male,Yes,Yes,Artist,Average,5.0,Cat_3,C,69.0,0.0
2177,459807,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,81.0,1.0
2178,463364,Female,Yes,No,Lawyer,High,2.0,Cat_6,B,71.0,1.0
2179,463599,Female,No,No,Healthcare,Low,2.0,Cat_3,C,31.0,10.0
2181,462949,Male,Yes,No,Homemaker,Average,3.0,Cat_6,B,35.0,1.0
2182,460275,Female,No,Yes,Artist,Low,1.0,Cat_6,A,52.0,6.0
2183,461184,Male,No,No,Healthcare,Low,4.0,Cat_3,D,19.0,2.0
2185,462416,Male,Yes,No,Artist,Low,2.0,Cat_4,B,45.0,0.0
2186,460846,Female,No,No,Marketing,Low,4.0,Cat_6,D,19.0,1.0
2187,459542,Male,No,No,Healthcare,Low,5.0,Cat_6,D,23.0,2.0
2188,459080,Male,Yes,No,Lawyer,Low,2.0,Cat_6,D,77.0,0.0
2189,463106,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,84.0,0.0
2190,464728,Male,Yes,No,Entertainment,High,4.0,Cat_4,D,47.0,1.0
2191,466474,Male,No,Yes,Entertainment,Low,3.0,Cat_6,A,29.0,6.0
2192,461711,Female,No,Yes,Artist,Low,3.0,Cat_2,A,35.0,8.0
2193,460347,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,40.0,14.0
2194,467689,Male,No,No,Healthcare,Low,1.0,Cat_6,D,35.0,1.0
2195,460260,Male,No,No,Healthcare,Low,3.0,Cat_2,D,20.0,0.0
2196,466344,Male,No,Yes,Entertainment,Low,2.0,Cat_2,A,43.0,0.0
2197,466437,Male,Yes,No,Executive,Low,1.0,Cat_6,D,56.0,0.0
2198,460423,Female,Yes,Yes,Artist,Low,1.0,Cat_7,A,53.0,3.0
2199,459590,Male,Yes,No,Executive,High,3.0,Cat_6,D,22.0,1.0
2200,464668,Male,Yes,No,Healthcare,High,4.0,Cat_4,D,32.0,1.0
2201,463049,Male,Yes,No,Executive,High,5.0,Cat_6,A,51.0,2.0
2203,462407,Male,Yes,No,Doctor,Average,4.0,Cat_6,A,37.0,2.0
2204,459450,Male,Yes,Yes,Artist,Average,4.0,Cat_6,A,55.0,4.0
2205,463255,Male,No,Yes,Entertainment,Low,2.0,Cat_6,A,42.0,3.0
2206,462574,Male,No,No,Healthcare,Low,5.0,Cat_4,D,20.0,1.0
2207,465761,Female,No,Yes,Artist,Low,2.0,Cat_4,A,42.0,12.0
2208,467728,Female,Yes,No,Engineer,High,5.0,Cat_6,B,38.0,1.0
2209,465841,Female,No,Yes,Engineer,Low,1.0,Cat_6,A,52.0,3.0
2210,460117,Female,Yes,Yes,Marketing,Low,1.0,Cat_6,D,48.0,9.0
2211,466619,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,C,37.0,5.0
2212,461722,Male,No,No,Doctor,Low,3.0,Cat_6,B,27.0,1.0
2213,460898,Male,Yes,No,Artist,Average,4.0,Cat_6,B,48.0,3.0
2214,463627,Female,No,Yes,Marketing,Low,2.0,Cat_4,D,25.0,5.0
2215,460403,Female,No,Yes,Doctor,Low,1.0,Cat_6,A,56.0,3.0
2216,459818,Female,Yes,No,Lawyer,Low,1.0,Cat_6,D,68.0,1.0
2217,463732,Male,No,No,Healthcare,Low,4.0,Cat_6,D,21.0,0.0
2219,467112,Male,No,Yes,Artist,Low,2.0,Cat_2,B,43.0,1.0
2220,459902,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,C,52.0,8.0
